number,solved,mode,solution
1689,TRUE,8,1^6+8 = 9
1690,TRUE,5,0!^6 = 1^9
1691,TRUE,3,1^6 = 1^9
1692,TRUE,1,1+6+2 = 9
1693,TRUE,4,1*6+3 = 9
1694,TRUE,1,1+9 = 6+4
1695,TRUE,8,1^9+5 = 6
1696,TRUE,8,1^9*6 = 6
1697,TRUE,8,1^9+6 = 7
1698,TRUE,8,1^6+8 = 9
1699,TRUE,8,1^6*9 = 9
1700,TRUE,2,1*0 = 7*0
1701,TRUE,3,1^7 = 1^0
1702,TRUE,5,0!^7 = 1^2
1703,TRUE,5,0!^7 = 1^3
1704,TRUE,5,0!^7 = 1^4
1705,TRUE,5,0!+1+5 = 7
1706,TRUE,1,1+6 = 7+0
1707,TRUE,4,1*7+0 = 7
1708,TRUE,1,1+7 = 0+8
1709,TRUE,5,0!+7+1 = 9
1710,TRUE,3,1^7 = 1^0
1711,TRUE,3,1^7 = 1^1
1712,TRUE,3,1^7 = 1^2
1713,TRUE,3,1^7 = 1^3
1714,TRUE,3,1^7 = 1^4
1715,TRUE,1,1+1+5 = 7
1716,TRUE,3,1^7 = 1^6
1717,TRUE,1,1+7 = 1+7
1718,TRUE,3,1^7 = 1^8
1719,TRUE,1,1+7+1 = 9
1720,TRUE,5,0!^7 = 1^2
1721,TRUE,3,1^7 = 1^2
1722,TRUE,8,1^7*2 = 2
1723,TRUE,4,1+2*3 = 7
1724,TRUE,1,1+2+4 = 7
1725,TRUE,4,1*2+5 = 7
1726,TRUE,1,1+7 = 2+6
1727,TRUE,6,1+7/7 = 2
1728,TRUE,1,1+8 = 7+2
1729,TRUE,4,1*7+2 = 9
1730,TRUE,5,0!^7 = 1^3
1731,TRUE,3,1^7 = 1^3
1732,TRUE,4,1+3*2 = 7
1733,TRUE,1,1+3+3 = 7
1734,TRUE,4,1*3+4 = 7
1735,TRUE,1,1+7 = 3+5
1736,TRUE,6,7!/(3!)!-1 = 6
1737,TRUE,8,1^7+6 = 7
1738,TRUE,8,1^3+7 = 8
1739,TRUE,1,1+9 = 7+3
1740,TRUE,5,0!^7 = 1^4
1741,TRUE,3,1^7 = 1^4
1742,TRUE,1,1+4+2 = 7
1743,TRUE,4,1*4+3 = 7
1744,TRUE,1,1+7 = 4+4
1745,TRUE,8,1^7+4 = 5
1746,TRUE,8,1^4+6 = 7
1747,TRUE,8,1^4*7 = 7
1748,TRUE,8,1^4+7 = 8
1749,TRUE,14,√(4*1) = 7-9
1750,TRUE,5,0!+5+1 = 7
1751,TRUE,1,1+5+1 = 7
1752,TRUE,4,1*5+2 = 7
1753,TRUE,1,1+7 = 5+3
1754,TRUE,8,1^7+4 = 5
1755,TRUE,8,1^7*5 = 5
1756,TRUE,6,1+6!/5! = 7
1757,TRUE,8,1^5*7 = 7
1758,TRUE,8,1^5+7 = 8
1759,TRUE,14,√(5-1) = 7-9
1760,TRUE,1,1+6 = 7+0
1761,TRUE,3,1^7 = 1^6
1762,TRUE,1,1+7 = 6+2
1763,TRUE,6,7!/6!-1 = 3!
1764,TRUE,8,1^4+6 = 7
1765,TRUE,6,1+6!/5! = 7
1766,TRUE,6,7!/6!-1 = 6
1767,TRUE,6,1*7! = 6!*7
1768,TRUE,6,1+7!/6! = 8
1769,TRUE,8,1^9+6 = 7
1770,TRUE,4,1*7+0 = 7
1771,TRUE,1,1+7 = 7+1
1772,TRUE,6,1+7/7 = 2
1773,TRUE,8,1^7+6 = 7
1774,TRUE,8,1^4*7 = 7
1775,TRUE,8,1^5*7 = 7
1776,TRUE,6,1*7! = 7*6!
1777,TRUE,8,1^7*7 = 7
1778,TRUE,6,8!/7!-1 = 7
1779,TRUE,8,1^9*7 = 7
1780,TRUE,1,1+7 = 8+0
1781,TRUE,3,1^7 = 1^8
1782,TRUE,1,1+8 = 7+2
1783,TRUE,8,1^8+6 = 7
1784,TRUE,8,1^4+7 = 8
1785,TRUE,8,1^5+7 = 8
1786,TRUE,6,1+7!/6! = 8
1787,TRUE,6,8!/7!-1 = 7
1788,TRUE,6,1*8! = 7!*8
1789,TRUE,6,1+8!/7! = 9
1790,TRUE,5,0!+7+1 = 9
1791,TRUE,1,1+7+1 = 9
1792,TRUE,4,1*7+2 = 9
1793,TRUE,1,1+9 = 7+3
1794,TRUE,14,√(4*1) = 7-9
1795,TRUE,14,√(5-1) = 7-9
1796,TRUE,8,1^9+6 = 7
1797,TRUE,8,1^9*7 = 7
1798,TRUE,6,1+8!/7! = 9
1799,TRUE,8,1^7*9 = 9
1800,TRUE,2,1*0 = 8*0
1801,TRUE,3,1^8 = 1^0
1802,TRUE,5,0!^8 = 1^2
1803,TRUE,5,0!^8 = 1^3
1804,TRUE,5,0!^8 = 1^4
1805,TRUE,5,0!^8 = 1^5
1806,TRUE,5,0!+1+6 = 8
1807,TRUE,1,1+7 = 8+0
1808,TRUE,4,1*8+0 = 8
1809,TRUE,1,1+8 = 0+9
1810,TRUE,3,1^8 = 1^0
1811,TRUE,3,1^8 = 1^1
1812,TRUE,3,1^8 = 1^2
1813,TRUE,3,1^8 = 1^3
1814,TRUE,3,1^8 = 1^4
1815,TRUE,3,1^8 = 1^5
1816,TRUE,1,1+1+6 = 8
1817,TRUE,3,1^8 = 1^7
1818,TRUE,1,1+8 = 1+8
1819,TRUE,3,1^8 = 1^9
1820,TRUE,5,0!^8 = 1^2
1821,TRUE,3,1^8 = 1^2
1822,TRUE,8,1^8*2 = 2
1823,TRUE,6,8/2-1 = 3
1824,TRUE,2,1*8 = 2*4
1825,TRUE,1,1+2+5 = 8
1826,TRUE,4,1*2+6 = 8
1827,TRUE,1,1+8 = 2+7
1828,TRUE,6,1+8/8 = 2
1829,TRUE,1,1+9 = 8+2
1830,TRUE,5,0!^8 = 1^3
1831,TRUE,3,1^8 = 1^3
1832,TRUE,6,8/2-1 = 3
1833,TRUE,4,3*3 = 1+8
1834,TRUE,1,1+3+4 = 8
1835,TRUE,4,1*3+5 = 8
1836,TRUE,1,1+8 = 3+6
1837,TRUE,8,1^8+6 = 7
1838,TRUE,8,1^3*8 = 8
1839,TRUE,8,1^3+8 = 9
1840,TRUE,5,0!^8 = 1^4
1841,TRUE,3,1^8 = 1^4
1842,TRUE,2,1*8 = 4*2
1843,TRUE,1,1+4+3 = 8
1844,TRUE,4,1*4+4 = 8
1845,TRUE,1,1+8 = 4+5
1846,TRUE,13,√((1+8)*4) = 6
1847,TRUE,8,1^4+7 = 8
1848,TRUE,8,1^4*8 = 8
1849,TRUE,8,1^4+8 = 9
1850,TRUE,5,0!^8 = 1^5
1851,TRUE,3,1^8 = 1^5
1852,TRUE,1,1+5+2 = 8
1853,TRUE,4,1*5+3 = 8
1854,TRUE,1,1+8 = 5+4
1855,TRUE,8,1^8*5 = 5
1856,TRUE,8,1^8+5 = 6
1857,TRUE,8,1^5+7 = 8
1858,TRUE,8,1^5*8 = 8
1859,TRUE,8,1^5+8 = 9
1860,TRUE,5,0!+6+1 = 8
1861,TRUE,1,1+6+1 = 8
1862,TRUE,4,1*6+2 = 8
1863,TRUE,1,1+8 = 6+3
1864,TRUE,13,√((1+8)*4) = 6
1865,TRUE,8,1^8+5 = 6
1866,TRUE,8,1^8*6 = 6
1867,TRUE,6,1+7!/6! = 8
1868,TRUE,8,1^6*8 = 8
1869,TRUE,8,1^6+8 = 9
1870,TRUE,1,1+7 = 8+0
1871,TRUE,3,1^8 = 1^7
1872,TRUE,1,1+8 = 7+2
1873,TRUE,8,1^8+6 = 7
1874,TRUE,8,1^4+7 = 8
1875,TRUE,8,1^5+7 = 8
1876,TRUE,6,1+7!/6! = 8
1877,TRUE,6,8!/7!-1 = 7
1878,TRUE,6,1*8! = 7!*8
1879,TRUE,6,1+8!/7! = 9
1880,TRUE,4,1*8+0 = 8
1881,TRUE,1,1+8 = 8+1
1882,TRUE,6,1+8/8 = 2
1883,TRUE,8,1^3*8 = 8
1884,TRUE,8,1^4*8 = 8
1885,TRUE,8,1^5*8 = 8
1886,TRUE,8,1^6*8 = 8
1887,TRUE,6,1*8! = 8*7!
1888,TRUE,8,1^8*8 = 8
1889,TRUE,6,9!/8!-1 = 8
1890,TRUE,1,1+8 = 9+0
1891,TRUE,3,1^8 = 1^9
1892,TRUE,1,1+9 = 8+2
1893,TRUE,8,1^3+8 = 9
1894,TRUE,8,1^4+8 = 9
1895,TRUE,8,1^5+8 = 9
1896,TRUE,8,1^6+8 = 9
1897,TRUE,6,1+8!/7! = 9
1898,TRUE,6,9!/8!-1 = 8
1899,TRUE,6,1*9! = 8!*9
1900,TRUE,2,1*0 = 9*0
1901,TRUE,3,1^9 = 1^0
1902,TRUE,5,0!^9 = 1^2
1903,TRUE,5,0!^9 = 1^3
1904,TRUE,5,0!^9 = 1^4
1905,TRUE,5,0!^9 = 1^5
1906,TRUE,5,0!^9 = 1^6
1907,TRUE,5,0!+1+7 = 9
1908,TRUE,1,1+8 = 9+0
1909,TRUE,4,1*9+0 = 9
1910,TRUE,3,1^9 = 1^0
1911,TRUE,3,1^9 = 1^1
1912,TRUE,3,1^9 = 1^2
1913,TRUE,3,1^9 = 1^3
1914,TRUE,3,1^9 = 1^4
1915,TRUE,3,1^9 = 1^5
1916,TRUE,3,1^9 = 1^6
1917,TRUE,1,1+1+7 = 9
1918,TRUE,3,1^9 = 1^8
1919,TRUE,1,1+9 = 1+9
1920,TRUE,5,0!^9 = 1^2
1921,TRUE,3,1^9 = 1^2
1922,TRUE,8,1^9*2 = 2
1923,TRUE,6,9/3-1 = 2
1924,TRUE,4,1+2*4 = 9
1925,TRUE,4,2*5 = 1+9
1926,TRUE,1,1+2+6 = 9
1927,TRUE,4,1*2+7 = 9
1928,TRUE,1,1+9 = 2+8
1929,TRUE,6,1+9/9 = 2
1930,TRUE,5,0!^9 = 1^3
1931,TRUE,3,1^9 = 1^3
1932,TRUE,6,9/3-1 = 2
1933,TRUE,2,1*9 = 3*3
1934,TRUE,6,1+9/3 = 4
1935,TRUE,1,1+3+5 = 9
1936,TRUE,4,1*3+6 = 9
1937,TRUE,1,1+9 = 3+7
1938,TRUE,8,1^3+8 = 9
1939,TRUE,8,1^3*9 = 9
1940,TRUE,5,0!^9 = 1^4
1941,TRUE,3,1^9 = 1^4
1942,TRUE,4,1+4*2 = 9
1943,TRUE,6,1+9/3 = 4
1944,TRUE,1,1+4+4 = 9
1945,TRUE,4,1*4+5 = 9
1946,TRUE,1,1+9 = 4+6
1947,TRUE,14,√(4*1) = 7-9
1948,TRUE,8,1^4+8 = 9
1949,TRUE,8,1^4*9 = 9
1950,TRUE,5,0!^9 = 1^5
1951,TRUE,3,1^9 = 1^5
1952,TRUE,4,5*2 = 1+9
1953,TRUE,1,1+5+3 = 9
1954,TRUE,4,1*5+4 = 9
1955,TRUE,1,1+9 = 5+5
1956,TRUE,8,1^9+5 = 6
1957,TRUE,14,√(5-1) = 7-9
1958,TRUE,8,1^5+8 = 9
1959,TRUE,8,1^5*9 = 9
1960,TRUE,5,0!^9 = 1^6
1961,TRUE,3,1^9 = 1^6
1962,TRUE,1,1+6+2 = 9
1963,TRUE,4,1*6+3 = 9
1964,TRUE,1,1+9 = 6+4
1965,TRUE,8,1^9+5 = 6
1966,TRUE,8,1^9*6 = 6
1967,TRUE,8,1^9+6 = 7
1968,TRUE,8,1^6+8 = 9
1969,TRUE,8,1^6*9 = 9
1970,TRUE,5,0!+7+1 = 9
1971,TRUE,1,1+7+1 = 9
1972,TRUE,4,1*7+2 = 9
1973,TRUE,1,1+9 = 7+3
1974,TRUE,14,√(4*1) = 7-9
1975,TRUE,14,√(5-1) = 7-9
1976,TRUE,8,1^9+6 = 7
1977,TRUE,8,1^9*7 = 7
1978,TRUE,6,1+8!/7! = 9
1979,TRUE,8,1^7*9 = 9
1980,TRUE,1,1+8 = 9+0
1981,TRUE,3,1^9 = 1^8
1982,TRUE,1,1+9 = 8+2
1983,TRUE,8,1^3+8 = 9
1984,TRUE,8,1^4+8 = 9
1985,TRUE,8,1^5+8 = 9
1986,TRUE,8,1^6+8 = 9
1987,TRUE,6,1+8!/7! = 9
1988,TRUE,6,9!/8!-1 = 8
1989,TRUE,6,1*9! = 8!*9
1990,TRUE,4,1*9+0 = 9
1991,TRUE,1,1+9 = 9+1
1992,TRUE,6,1+9/9 = 2
1993,TRUE,8,1^3*9 = 9
1994,TRUE,8,1^4*9 = 9
1995,TRUE,8,1^5*9 = 9
1996,TRUE,8,1^6*9 = 9
1997,TRUE,8,1^7*9 = 9
1998,TRUE,6,1*9! = 9*8!
1999,TRUE,8,1^9*9 = 9
2000,TRUE,2,2*0 = 0*0
2001,TRUE,2,2*0 = 0*1
2002,TRUE,1,2+0 = 0+2
2003,TRUE,2,2*0 = 0*3
2004,TRUE,2,2*0 = 0*4
2005,TRUE,2,2*0 = 0*5
2006,TRUE,2,2*0 = 0*6
2007,TRUE,2,2*0 = 0*7
2008,TRUE,2,2*0 = 0*8
2009,TRUE,2,2*0 = 0*9
2010,TRUE,2,2*0 = 1*0
2011,TRUE,1,2+0 = 1+1
2012,TRUE,4,2+0*1 = 2
2013,TRUE,1,2+1 = 0+3
2014,TRUE,5,2+0!+1 = 4
2015,TRUE,5,0!^2 = 1^5
2016,TRUE,5,0!^2 = 1^6
2017,TRUE,5,0!^2 = 1^7
2018,TRUE,5,0!^2 = 1^8
2019,TRUE,5,0!^2 = 1^9
2020,TRUE,1,2+0 = 2+0
2021,TRUE,4,2+0*1 = 2
2022,TRUE,4,2*0+2 = 2
2023,TRUE,4,2+0*3 = 2
2024,TRUE,1,2+2 = 0+4
2025,TRUE,4,2+0*5 = 2
2026,TRUE,4,2+0*6 = 2
2027,TRUE,4,2+0*7 = 2
2028,TRUE,4,2+0*8 = 2
2029,TRUE,4,2+0*9 = 2
2030,TRUE,2,2*0 = 3*0
2031,TRUE,1,2+1 = 0+3
2032,TRUE,4,2+0*3 = 2
2033,TRUE,4,2*0+3 = 3
2034,TRUE,5,2+3 = 0!+4
2035,TRUE,1,2+3 = 0+5
2036,TRUE,4,0+6 = 2*3
2037,TRUE,5,2*3+0! = 7
2038,TRUE,5,8/2-0! = 3
2039,TRUE,5,9/3-2 = 0!
2040,TRUE,2,2*0 = 4*0
2041,TRUE,5,2+0!+1 = 4
2042,TRUE,1,2+2 = 0+4
2043,TRUE,5,2+3 = 0!+4
2044,TRUE,4,2*0+4 = 4
2045,TRUE,5,2+4 = 0!+5
2046,TRUE,1,2+4 = 0+6
2047,TRUE,5,2+0!+4 = 7
2048,TRUE,4,0+8 = 2*4
2049,TRUE,5,2*4+0! = 9
2050,TRUE,2,2*0 = 5*0
2051,TRUE,5,0!^2 = 1^5
2052,TRUE,4,2+0*5 = 2
2053,TRUE,1,2+3 = 0+5
2054,TRUE,5,2+4 = 0!+5
2055,TRUE,4,2*0+5 = 5
2056,TRUE,5,2+5 = 0!+6
2057,TRUE,1,2+5 = 0+7
2058,TRUE,5,2+0!+5 = 8
2059,TRUE,5,0!+9 = 2*5
2060,TRUE,2,2*0 = 6*0
2061,TRUE,5,0!^2 = 1^6
2062,TRUE,4,2+0*6 = 2
2063,TRUE,4,0+6 = 2*3
2064,TRUE,1,2+4 = 0+6
2065,TRUE,5,2+5 = 0!+6
2066,TRUE,4,2*0+6 = 6
2067,TRUE,5,2+6 = 0!+7
2068,TRUE,1,2+6 = 0+8
2069,TRUE,5,2+0!+6 = 9
2070,TRUE,2,2*0 = 7*0
2071,TRUE,5,0!^2 = 1^7
2072,TRUE,4,2+0*7 = 2
2073,TRUE,5,2*3+0! = 7
2074,TRUE,5,2+0!+4 = 7
2075,TRUE,1,2+5 = 0+7
2076,TRUE,5,2+6 = 0!+7
2077,TRUE,4,2*0+7 = 7
2078,TRUE,5,2+7 = 0!+8
2079,TRUE,1,2+7 = 0+9
2080,TRUE,2,2*0 = 8*0
2081,TRUE,5,0!^2 = 1^8
2082,TRUE,4,2+0*8 = 2
2083,TRUE,5,8/2-0! = 3
2084,TRUE,4,0+8 = 2*4
2085,TRUE,5,2+0!+5 = 8
2086,TRUE,1,2+6 = 0+8
2087,TRUE,5,2+7 = 0!+8
2088,TRUE,4,2*0+8 = 8
2089,TRUE,5,2+8 = 0!+9
2090,TRUE,2,2*0 = 9*0
2091,TRUE,5,0!^2 = 1^9
2092,TRUE,4,2+0*9 = 2
2093,TRUE,5,9/3-2 = 0!
2094,TRUE,5,2*4+0! = 9
2095,TRUE,5,0!+9 = 2*5
2096,TRUE,5,2+0!+6 = 9
2097,TRUE,1,2+7 = 0+9
2098,TRUE,5,2+8 = 0!+9
2099,TRUE,4,2*0+9 = 9
2100,TRUE,2,2*0 = 1*0
2101,TRUE,1,2+0 = 1+1
2102,TRUE,4,2*1+0 = 2
2103,TRUE,1,2+1 = 0+3
2104,TRUE,5,2+0!+1 = 4
2105,TRUE,5,0!^2 = 1^5
2106,TRUE,5,0!^2 = 1^6
2107,TRUE,5,0!^2 = 1^7
2108,TRUE,5,0!^2 = 1^8
2109,TRUE,5,0!^2 = 1^9
2110,TRUE,1,2+0 = 1+1
2111,TRUE,3,1^2 = 1^1
2112,TRUE,1,2+1 = 1+2
2113,TRUE,3,1^2 = 1^3
2114,TRUE,1,2+1+1 = 4
2115,TRUE,3,1^2 = 1^5
2116,TRUE,3,1^2 = 1^6
2117,TRUE,3,1^2 = 1^7
2118,TRUE,3,1^2 = 1^8
2119,TRUE,3,1^2 = 1^9
2120,TRUE,4,2*1+0 = 2
2121,TRUE,1,2+1 = 2+1
2122,TRUE,6,2/2+1 = 2
2123,TRUE,1,2+2 = 1+3
2124,TRUE,2,2*2 = 1*4
2125,TRUE,1,2+1+2 = 5
2126,TRUE,6,6/2-1 = 2
2127,TRUE,8,2*1^7 = 2
2128,TRUE,8,2*1^8 = 2
2129,TRUE,8,2*1^9 = 2
2130,TRUE,1,2+1 = 3+0
2131,TRUE,3,1^2 = 1^3
2132,TRUE,1,2+2 = 1+3
2133,TRUE,6,2-3/3 = 1
2134,TRUE,1,2+3 = 1+4
2135,TRUE,4,2*1+3 = 5
2136,TRUE,1,2+1+3 = 6
2137,TRUE,6,2*3+1 = 7
2138,TRUE,6,8/2-1 = 3
2139,TRUE,6,9/3-2 = 1
2140,TRUE,5,2+0!+1 = 4
2141,TRUE,1,2+1+1 = 4
2142,TRUE,2,2*2 = 1*4
2143,TRUE,1,2+3 = 1+4
2144,TRUE,6,2-4/4 = 1
2145,TRUE,1,2+4 = 1+5
2146,TRUE,4,2*1+4 = 6
2147,TRUE,1,2+1+4 = 7
2148,TRUE,2,2*4 = 1*8
2149,TRUE,6,2*4+1 = 9
2150,TRUE,5,0!^2 = 1^5
2151,TRUE,3,1^2 = 1^5
2152,TRUE,1,2+1+2 = 5
2153,TRUE,4,2*1+3 = 5
2154,TRUE,1,2+4 = 1+5
2155,TRUE,6,2-5/5 = 1
2156,TRUE,1,2+5 = 1+6
2157,TRUE,4,2*1+5 = 7
2158,TRUE,1,2+1+5 = 8
2159,TRUE,4,1+9 = 2*5
2160,TRUE,5,0!^2 = 1^6
2161,TRUE,3,1^2 = 1^6
2162,TRUE,6,6/2-1 = 2
2163,TRUE,1,2+1+3 = 6
2164,TRUE,4,2*1+4 = 6
2165,TRUE,1,2+5 = 1+6
2166,TRUE,6,2-6/6 = 1
2167,TRUE,1,2+6 = 1+7
2168,TRUE,4,2*1+6 = 8
2169,TRUE,1,2+1+6 = 9
2170,TRUE,5,0!^2 = 1^7
2171,TRUE,3,1^2 = 1^7
2172,TRUE,8,2*1^7 = 2
2173,TRUE,6,2*3+1 = 7
2174,TRUE,1,2+1+4 = 7
2175,TRUE,4,2*1+5 = 7
2176,TRUE,1,2+6 = 1+7
2177,TRUE,6,2-7/7 = 1
2178,TRUE,1,2+7 = 1+8
2179,TRUE,4,2*1+7 = 9
2180,TRUE,5,0!^2 = 1^8
2181,TRUE,3,1^2 = 1^8
2182,TRUE,8,2*1^8 = 2
2183,TRUE,6,8/2-1 = 3
2184,TRUE,2,2*4 = 1*8
2185,TRUE,1,2+1+5 = 8
2186,TRUE,4,2*1+6 = 8
2187,TRUE,1,2+7 = 1+8
2188,TRUE,6,2-8/8 = 1
2189,TRUE,1,2+8 = 1+9
2190,TRUE,5,0!^2 = 1^9
2191,TRUE,3,1^2 = 1^9
2192,TRUE,8,2*1^9 = 2
2193,TRUE,6,9/3-2 = 1
2194,TRUE,6,2*4+1 = 9
2195,TRUE,4,1+9 = 2*5
2196,TRUE,1,2+1+6 = 9
2197,TRUE,4,2*1+7 = 9
2198,TRUE,1,2+8 = 1+9
2199,TRUE,6,2-9/9 = 1
2200,TRUE,1,2+0 = 2+0
2201,TRUE,4,2+0*1 = 2
2202,TRUE,4,2+2*0 = 2
2203,TRUE,4,2+0*3 = 2
2204,TRUE,1,2+2 = 0+4
2205,TRUE,4,2+0*5 = 2
2206,TRUE,4,2+0*6 = 2
2207,TRUE,4,2+0*7 = 2
2208,TRUE,4,2+0*8 = 2
2209,TRUE,4,2+0*9 = 2
2210,TRUE,4,2*1+0 = 2
2211,TRUE,1,2+1 = 2+1
2212,TRUE,6,2/2+1 = 2
2213,TRUE,1,2+2 = 1+3
2214,TRUE,2,2*2 = 1*4
2215,TRUE,1,2+2+1 = 5
2216,TRUE,6,6/2-2 = 1
2217,TRUE,8,2*1^7 = 2
2218,TRUE,8,2*1^8 = 2
2219,TRUE,8,2*1^9 = 2
2220,TRUE,4,2+2*0 = 2
2221,TRUE,6,2-2/2 = 1
2222,TRUE,1,2+2 = 2+2
2223,TRUE,6,2+2/2 = 3
2224,TRUE,9,√(2^2)+2 = 4
2225,TRUE,10,√(5-2/2) = 2
2226,TRUE,1,2+2+2 = 6
2227,TRUE,18,√(√(2+7)!-2) = 2
2228,TRUE,2,2*2*2 = 8
2229,TRUE,10,2+2/2 = √(9)
2230,TRUE,4,2+3*0 = 2
2231,TRUE,1,2+2 = 3+1
2232,TRUE,6,2+2/2 = 3
2233,TRUE,1,2+3 = 2+3
2234,TRUE,4,2+4 = 2*3
2235,TRUE,6,2/2+5 = 3!
2236,TRUE,6,2+3! = 2+6
2237,TRUE,1,2+2+3 = 7
2238,TRUE,4,2+2*3 = 8
2239,TRUE,11,√(√(3^2^2)) = √(9)
2240,TRUE,1,2+2 = 4+0
2241,TRUE,2,2*2 = 4*1
2242,TRUE,9,√(2^2)+2 = 4
2243,TRUE,4,2*3 = 2+4
2244,TRUE,1,2+4 = 2+4
2245,TRUE,6,2/2+4 = 5
2246,TRUE,4,2+6 = 2*4
2247,TRUE,18,√(√(√(4)+7)!-2) = 2
2248,TRUE,1,2+2+4 = 8
2249,TRUE,10,4-2/2 = √(9)
2250,TRUE,4,2+5*0 = 2
2251,TRUE,1,2+2+1 = 5
2252,TRUE,10,√(5-2/2) = 2
2253,TRUE,6,2/2+5 = 3!
2254,TRUE,6,2/2+4 = 5
2255,TRUE,1,2+5 = 2+5
2256,TRUE,6,2/2+5 = 6
2257,TRUE,9,√(2^2)+5 = 7
2258,TRUE,4,2+8 = 2*5
2259,TRUE,1,2+2+5 = 9
2260,TRUE,4,2+6*0 = 2
2261,TRUE,6,6/2-2 = 1
2262,TRUE,1,2+2+2 = 6
2263,TRUE,6,2+3! = 2+6
2264,TRUE,4,2*4 = 2+6
2265,TRUE,6,2/2+5 = 6
2266,TRUE,1,2+6 = 2+6
2267,TRUE,6,2/2+6 = 7
2268,TRUE,6,2+8/2 = 6
2269,TRUE,11,6/2 = √(√(9^2))
2270,TRUE,4,2+7*0 = 2
2271,TRUE,8,2*1^7 = 2
2272,TRUE,18,√(√(2+7)!-2) = 2
2273,TRUE,1,2+2+3 = 7
2274,TRUE,18,√(√(√(4)+7)!-2) = 2
2275,TRUE,9,√(2^2)+5 = 7
2276,TRUE,6,2/2+6 = 7
2277,TRUE,1,2+7 = 2+7
2278,TRUE,6,2/2+7 = 8
2279,TRUE,9,√(2^2)+7 = 9
2280,TRUE,4,2+8*0 = 2
2281,TRUE,8,2*1^8 = 2
2282,TRUE,2,2*2*2 = 8
2283,TRUE,4,2+2*3 = 8
2284,TRUE,1,2+2+4 = 8
2285,TRUE,4,2*5 = 2+8
2286,TRUE,6,2+8/2 = 6
2287,TRUE,6,2/2+7 = 8
2288,TRUE,1,2+8 = 2+8
2289,TRUE,6,2/2+8 = 9
2290,TRUE,4,2+9*0 = 2
2291,TRUE,8,2*1^9 = 2
2292,TRUE,10,2+2/2 = √(9)
2293,TRUE,11,√(√(3^2^2)) = √(9)
2294,TRUE,10,4-2/2 = √(9)
2295,TRUE,1,2+2+5 = 9
2296,TRUE,11,6/2 = √(√(9^2))
2297,TRUE,9,√(2^2)+7 = 9
2298,TRUE,6,2/2+8 = 9
2299,TRUE,1,2+9 = 2+9
2300,TRUE,2,2*0 = 3*0
2301,TRUE,1,2+1 = 3+0
2302,TRUE,4,2+3*0 = 2
2303,TRUE,4,2*0+3 = 3
2304,TRUE,5,2+3 = 0!+4
2305,TRUE,1,2+3 = 0+5
2306,TRUE,4,2*3+0 = 6
2307,TRUE,5,2*3+0! = 7
2308,TRUE,5,8/2-3 = 0!
2309,TRUE,5,9/3-2 = 0!
2310,TRUE,1,2+1 = 3+0
2311,TRUE,3,1^2 = 1^3
2312,TRUE,1,2+2 = 3+1
2313,TRUE,6,2-3/3 = 1
2314,TRUE,1,2+3 = 1+4
2315,TRUE,4,2+3*1 = 5
2316,TRUE,1,2+3+1 = 6
2317,TRUE,4,2*3+1 = 7
2318,TRUE,6,8/2-3 = 1
2319,TRUE,6,9/3-2 = 1
2320,TRUE,4,2+3*0 = 2
2321,TRUE,1,2+2 = 3+1
2322,TRUE,6,2+2/2 = 3
2323,TRUE,1,2+3 = 2+3
2324,TRUE,4,2+4 = 2*3
2325,TRUE,6,2+3!/2 = 5
2326,TRUE,6,2+3! = 2+6
2327,TRUE,1,2+3+2 = 7
2328,TRUE,4,2*3+2 = 8
2329,TRUE,11,√(√(3^2^2)) = √(9)
2330,TRUE,5,2-3/3 = 0!
2331,TRUE,6,2-3/3 = 1
2332,TRUE,1,2+3 = 3+2
2333,TRUE,4,3+3 = 2*3
2334,TRUE,1,2+4 = 3+3
2335,TRUE,6,2+3! = 3+5
2336,TRUE,6,2+3!/6 = 3
2337,TRUE,4,3*3 = 2+7
2338,TRUE,1,2+3+3 = 8
2339,TRUE,4,2*3+3 = 9
2340,TRUE,5,2+3 = 4+0!
2341,TRUE,1,2+3 = 4+1
2342,TRUE,4,4+2 = 2*3
2343,TRUE,1,2+4 = 3+3
2344,TRUE,6,2+4/4 = 3
2345,TRUE,1,2+5 = 3+4
2346,TRUE,2,2*6 = 3*4
2347,TRUE,6,3!/2+4 = 7
2348,TRUE,6,2+8 = 3!+4
2349,TRUE,1,2+3+4 = 9
2350,TRUE,1,2+3 = 5+0
2351,TRUE,4,2+3*1 = 5
2352,TRUE,6,2+3!/2 = 5
2353,TRUE,6,2+3! = 5+3
2354,TRUE,1,2+5 = 3+4
2355,TRUE,6,2+5/5 = 3
2356,TRUE,1,2+6 = 3+5
2357,TRUE,4,3+7 = 2*5
2358,TRUE,6,3!/2+5 = 8
2359,TRUE,6,2+9/3 = 5
2360,TRUE,4,2*3+0 = 6
2361,TRUE,1,2+3+1 = 6
2362,TRUE,6,2+3! = 6+2
2363,TRUE,6,2+3!/6 = 3
2364,TRUE,2,2*6 = 3*4
2365,TRUE,1,2+6 = 3+5
2366,TRUE,6,2+6/6 = 3
2367,TRUE,1,2+7 = 3+6
2368,TRUE,18,√(3!*6) = 8-2
2369,TRUE,2,2*9 = 3*6
2370,TRUE,5,2*3+0! = 7
2371,TRUE,4,2*3+1 = 7
2372,TRUE,1,2+3+2 = 7
2373,TRUE,4,3*3 = 2+7
2374,TRUE,6,3!/2+4 = 7
